PIPELINE — remplis une ligne par prospect. Colonnes jaunes = à saisir. H et J se calculent seuls. La ligne 3 est un EXEMPLE : écrase-la.
Prospect / Entreprise,Contact,Secteur,Canal,Offre,Montant potentiel (€),Probabilité,Pondéré (€),Acompte %,Acompte (€),Statut,Prochaine action,Date relance
Ex : Cabinet Comptable Dupont,M. Dupont,Compta/juridique,LinkedIn,1,2500,0.3,750,0.4,1000,À contacter,Envoyer message LinkedIn + démo,22/08/2026
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
,,,,,,,0,,0
TOTAL,,,,,2500,,750,,1000
